Gold	Predictions	Probabilities
oceania	[15]	[0.9325760006904602]	64mMIXzPBxNxdmduyEsIzw
oceania	[3]	[0.8255808353424072]	igw8GdpUO-sZDFAfNPXu0g
oceania	[8]	[0.9998635053634644]	j-n88xEFZ6AhIAKJwZ6LVQ
oceania	[3]	[0.9995191097259521]	EOgbaZMYd5lfWku1HhPBlg
oceania	[3]	[0.9099259376525879]	bvR46mAGj-OsNFQeq7z8Ng
oceania	[3]	[0.9999922513961792]	Ar8LHKDyvAYHjUJOY6S_ow
oceania	[8]	[1.0]	38QoI-dtPKeZFoQ1ZyU1oA
oceania	[8]	[1.0]	9XJjxZF8UM_iTr9S17PleA
oceania	[8]	[0.844248354434967]	2t0UWIji7jaRsMw6YOqcFQ
oceania	[3]	[0.9998587369918823]	aZ-dhgvW-f-NOJtOuxXjQA
oceania	[6]	[0.8883126378059387]	YzTv7rK5JwsLKjeCj4W0hz
oceania	[5]	[0.9991057515144348]	UfVymqCueeFWGBccauQ04A
oceania	[2]	[1.0]	l_abNZ1_C72s2J5B6t25kQ
oceania	[10]	[1.0]	cWtCegaP40x_worqAkIfWw
oceania	[6]	[1.0]	rSqT_-SoMio44ll0Fn7R0T
oceania	[17]	[0.9597577452659607]	JOZbWe_qO_-42IEXvQ9ETA
oceania	[5]	[0.7830549478530884]	Xe8cmwgYw2MiP3_sDjkkrw
oceania	[3]	[0.9998076558113098]	fxEikL1KCBsrZsHXoKk8Sg
oceania	[8]	[1.0]	n5iGNOeyVozJdgZ5P28jUw
oceania	[8]	[1.0]	bewYxSN2NGzApDiKN8HWbA
oceania	[3]	[1.0]	0aWavawrbooaikHgh5c1Mg
oceania	[3]	[0.9997856020927429]	WuXmNs2jfv6mI_bz2nKudg
oceania	[8]	[0.9998980760574341]	AfS_lHs56zG8B1OiaqyXaI
oceania	[8]	[1.0]	jvjj2gGL88LaoGZWYan8Qg
oceania	[8]	[0.9999998807907104]	0HPae2KZG42jUIkfC_2lHQ
oceania	[8]	[1.0]	bVpN3e9FDOay_cqGAr4Mtw
oceania	[15]	[0.7644075751304626]	n5f_Q4S1lYvW_8_y917Y_Q
oceania	[8]	[0.9997536540031433]	z-PERU2eoAlqC1D5tt8EQw
oceania	[8]	[1.0]	cSUGOjuGF2o6ODzZZAqzPA
oceania	[8]	[0.9999619722366333]	rKeDE1HdBq9l6LMMclyQHQ
oceania	[8]	[0.9995899796485901]	6sIBHMaecgzTay1bJPaDmw
oceania	[3]	[0.9452567100524902]	J8l-PdJPYQ6CFxhERlQOlA
oceania	[8]	[0.9999997615814209]	70e5czPI1P9lpjOumvlNTQ
oceania	[8]	[0.9999961853027344]	IM6AYS5M2J4e-0-yF5iGQQ
southern africa	[17]	[0.9999399185180664]	kNlMhElN4PE04nXWvY1Cpg
caribbean	[6]	[0.5635896325111389]	0XNSvDN5e1WHK17e9EpZBQ
oceania	[3]	[0.9999969005584717]	ZuUChuElkZd36rU00qsJgA
oceania	[15]	[0.9975972771644592]	xT990QrFz6-sj0DTxilmvg
oceania	[18]	[0.5773684978485107]	4na1UaaMNgxHSbBD_23eVw
south america	[12]	[0.9920660853385925]	CzpYF7CINh0DhFkboUzecQ
south america	[11]	[0.99276202917099]	Tbhnby8S9fW0mgHfco0FZw
south america	[18]	[0.9999977350234985]	fk4Z37FO1Mid_OMoGr5Nng
latin america	[0]	[0.7806087136268616]	A8MspRPZT3oikM-or14R5g
south america	[12]	[1.0]	IcDzIkeGO8w7mxUFFA-ZDQ
south america	[2]	[0.9608349800109863]	m-fian8-rIZLRa51EUW8mw
south america	[13]	[1.0]	g00vtzObmGluRWcRlp7miA
latin america	[13]	[0.9901219010353088]	IcI1VuklqF4UoBT7jInsHw
south america	[13]	[1.0]	Z20nJFrGxRCCM0lHgyJJEQ
south america	[12]	[1.0]	dItGEvR4P9oHheJzSW8N_g
south america	[18]	[1.0]	hmFpJTj0BPHeQ2lkViDStQ
south america	[12]	[0.9725616574287415]	_FfwXxJ01skjvTvt3G6AOw
south america	[18]	[0.989274799823761]	btBMzPg4kB8-RICvGAphaw
balkan	[12]	[0.9999905824661255]	zDa3r5TX7isLTSkP-ik_nA
south america	[18]	[0.5320686101913452]	fmKxlYOaqkDWp7uiPIOvwA
south america	[18]	[0.9999977350234985]	kxnj-pD-JKMWFyjff-Cy2Q
south america	[18]	[0.999997615814209]	2CQV71eM_emVnvHYArBv6Q
south america	[18]	[0.9798187017440796]	a3tN4XT11GiFTWGOXDoY7A
south america	[13]	[0.9375669360160828]	Y3BOQCBvqFVP1Go_P3vc4Q
south america	[12]	[0.9995433688163757]	h5HkBA_hBiJj_Lj4xP4Nqw
north africa	[18]	[1.0]	YV_COksCHJEWP-nzY9MRDw
south america	[18]	[0.9691740870475769]	-gM571qvpB0bKWQqGCEtTA
south america	[13]	[0.7528326511383057]	YSJLkBUu0SGVr2jEAf3Tdg
south america	[12]	[0.9172838926315308]	yWjA_BwguLnicYq7zUdQqw
south america	[12]	[1.0]	rldDgtdgK7JFkHSWwQEjRA
south america	[2]	[0.9843363761901855]	3m2Drh64GWmGlvcj2OJAgA
south america	[7]	[0.9769732356071472]	f5f2OihBgv5f4o8aqifWdw
caribbean	[18]	[0.7380043864250183]	sMKmUBLt1ZDCeTETo1qh2A
south america	[13]	[0.999980092048645]	wF5klpwshSsZ_xRuhvchtw
south america	[13]	[0.9999532699584961]	4Ibi88duMduPP1Xp7iPiWQ
southern africa	[12]	[1.0]	Au94FMzcMdyrboIHt9fNvQ
south america	[0]	[1.0]	rcr6OhtbBrs9OsnwxKYd7A
south america	[18]	[0.9999996423721313]	c108RljIIaD4tcgGMuI_6w
south america	[13]	[0.9999765157699585]	HpzvaU--Z283yx1CAVi4zw
south america	[18]	[0.9999977350234985]	rpFCTKxxmv8bQL5-td6oSg
south america	[18]	[0.9997879862785339]	jxobKdB11OlBZocbkQULYQ
south america	[12]	[0.9999998807907104]	ibhbplggnCnEq--I0sffyA
south america	[13]	[0.999907374382019]	ik-KNWxId9UVrxmnRFY1Yw
latin america	[12]	[0.547829270362854]	kLBUSovTGGgkfomfvb5stA
south america	[13]	[0.939324140548706]	3CmCi0HKpOE8-v3NVZPJBA
south america	[18]	[1.0]	cy6HekyUvnnMarFtnum8QA
south america	[12]	[1.0]	XihknnsH5DfAeZOXMehuNw
south america	[13]	[1.0]	W2IRF8HvBNToxBxEqxOsNg
southern europe	[12]	[1.0]	-MR77j6GvKwMugkWe55wCg
south america	[18]	[0.9999998807907104]	830tYoEoKFJ8Sh8lXTrqWg
south america	[18]	[0.9920310974121094]	Z8ZZS88wjmk4xuzfHv4e_w
south america	[2]	[0.9999996423721313]	gad-FAWbfEDg473zQci-pw
south america	[13]	[0.9999992847442627]	l__s6c8KkjtLqTD_j2tB9w
central america	[12]	[1.0]	mHUs27se-3foiFZtijaztA
south america	[13]	[1.0]	IZ7iJJWgnlkgKKFY0kSldg
southern europe	[12]	[0.9999599456787109]	m9YaaFnc3oRrcDyev5WliA
south america	[18]	[0.9999997615814209]	I1ze1inemLvo93AlFkBSnA
southern europe	[12]	[0.9958850741386414]	J3LVO3lv0YMWh8b0Y8_DZQ
south america	[13]	[0.9999994039535522]	rev-jz0edpgMdewtzn5mdQ
south america	[12]	[1.0]	fsgG8WLOyCo5mOjPnBcpRA
central asia	[16]	[0.45837339758872986]	maY5RZvNsVJXUGJifdMb7w
south america	[13]	[0.9999994039535522]	VxXOMp9qVAa_vop7rvvwEg
south america	[13]	[0.9523770213127136]	3Ch0YJEuycn0HiZr1z5FXQ
central america	[18]	[0.9999997615814209]	sMtelmHOk8zKSWnXoW1WzA
south america	[18]	[0.9999872446060181]	T6nWi4ONpuuHeAc6yfVgtg
south america	[18]	[0.5019343495368958]	Vtq2J2S4AXH6NiND82i2JQ
south america	[13]	[0.9692894816398621]	eJZJTK7mQL-u5Z9Nyldv_Q
latin america	[18]	[0.9676843881607056]	5fuKxrSrPA_7jlt93CPk5A
central asia	[13]	[1.0]	4lvr9RABk2V2uNHNEbhg-w
south america	[13]	[0.9996509552001953]	Spob6H2NlYK6ZZXOVV30NA
south america	[9]	[0.9988221526145935]	refRo7uxceXjKWzmAMmamA
south america	[13]	[0.9303575754165649]	cCJOkHJgKFt2QLqY8vJdAg
balkan	[12]	[0.9889838099479675]	Z5ePKRbzWePBcjj_u2JjOQ
africa	[2]	[1.0]	mAGRqCqyOMuFRmNksAx00Q
baltic	[4]	[0.9990212917327881]	eEo-1bhuZ2b1OSxi7qeM_Q
south america	[12]	[1.0]	TOB4E4rQ1TIcHdS_9zAgnA
south america	[12]	[1.0]	5iHSzrvBLIQfErGKnBfAuw
south america	[18]	[0.9925211071968079]	zES7-kP5v5OGz3yBNflTIg
south america	[13]	[0.9988090991973877]	fkosCJ9zn5or_1rtpme6cA
south america	[2]	[1.0]	4HsMGSLX3rzrtUNmcEQVHg
south america	[18]	[0.9896218776702881]	l6Ynpp7OxBi0NUXApVtNqg
latin america	[18]	[1.0]	aNnQVmZ4F9fFCas_7OztSQ
southern europe	[7]	[1.0]	ytGHxww2CUd0JMVS2fSGqQ
south america	[13]	[0.959626317024231]	7Zm9ARHizpvQjYFXb5ZnZQ
south america	[12]	[1.0]	k07aDIx59fcazJ3QQKwjgw
south america	[13]	[1.0]	sq7A20gSon_CszULhTQP4Q
south america	[0]	[1.0]	63QI52dFn573G6PD2iY85A
south america	[13]	[0.9992960691452026]	rwyK7xACFRBF4SHOd2jWTQ
south america	[18]	[0.9999974966049194]	bd1a0pNUOiZDivvOBtO3nw
south america	[13]	[0.7098746299743652]	dQnmObWZ5lMDJlQP-gMi3Q
south america	[18]	[0.9998575448989868]	zNhNNfWLPoksiu_T3DFIEw
south america	[18]	[0.6075316667556763]	Igv6JEvW0NdX0GnyDKnNLQ
south america	[12]	[1.0]	DD2IBNTuRiSHuK36H-tJ2A
south america	[12]	[1.0]	BppMBfNsFLa-u7hydgzc9w
south america	[13]	[0.9989418387413025]	HZ5XbY_c3kJIFOzyYj6KAw
south america	[0]	[0.9999476671218872]	ZxxgcHKk49uSiZ99vCfr9g
latin america	[2]	[1.0]	vGxgiHGSAssSNWw6Coy5sg
south america	[12]	[0.6936341524124146]	eMAy33J0gXbBl0egmgDQlw
southern africa	[12]	[0.9999922513961792]	Wvo57Puc6JEOVAI-jmhoPA
south america	[12]	[0.9999818801879883]	vl-WXdgCaHS_Oh3-nE_5Mw
south america	[13]	[0.9342488050460815]	WKAW6OhwnQOSyccaFXrYdA
south america	[18]	[0.9999945163726807]	rTQQwiIJ_udCWNbgFHH8kQ
south america	[13]	[1.0]	YhovAprePejwVdtXXrLSgA
south america	[13]	[0.9162900447845459]	o899_JB45XjbhQ-P27Kq2g
south america	[13]	[1.0]	zV2ATEsHnD7cvA0vorrvnw
oceania	[9]	[0.9379347562789917]	7z3fmNV0CvQbYthWrqcTpg
south east asia	[10]	[0.9999998807907104]	4Ih7yFXgb8ZZjUGoi7iZig
south east asia	[18]	[0.9999997615814209]	spNba0nPNOtbuWvCwE2GTg
south east asia	[9]	[1.0]	nntqVNPkWIHof9EEhwjxrA
south east asia	[9]	[1.0]	rOXtC7i5cgwCYLNRDTEQYw
caribbean	[9]	[0.9999843835830688]	Hooc9JT00KTrdndW-_XjdQ
south east asia	[9]	[0.9999953508377075]	Sx0E7zlNkqcbnwQEuq8YlQ
caribbean	[5]	[0.9999997615814209]	sgwq0sAf5M95J79ahJ4RqQ
south east asia	[9]	[0.9999998807907104]	2IPP06LzkYtWFO77nbvnIA
oceania	[17]	[0.9940285682678223]	J0F8cW7cL1u3xf8AHTkcYA
south east asia	[9]	[0.9821470379829407]	6lQpqXHvLLCB9YMQ-QtiCg
caribbean	[9]	[0.9997243285179138]	jlKYX6vvk7Srl8HcZ0I60Q
far east asia	[9]	[0.6427059173583984]	_G22wu-AlAf_XXfBei2flg
south east asia	[9]	[0.9974843263626099]	UEl_VnfzMfnOWOCaRli7Gg
middle east	[9]	[0.9970056414604187]	gYFqGkUYAKwtY5WqlKROqg
micronesia	[9]	[1.0]	VRrl2eCMcrYFtGjWx_kLgA
south east asia	[8]	[1.0]	wkZW1MgXqkPPQzk-F54VtA
south east asia	[9]	[1.0]	fbSt1FvvGI4CTwO_C2lHkA
caribbean	[9]	[0.8303355574607849]	f4m27oIWiIjGK9nrfWUeZg
south east asia	[9]	[1.0]	r2grVRTvRlTE4f0xkoTCTw
south east asia	[9]	[0.9963142275810242]	_VWwMzMK3M44yxdty24QSg
far east asia	[9]	[0.9999997615814209]	eF0VAk_qQuSQz5edB2Hvhw
south east asia	[8]	[0.9999998807907104]	2cfV7giAO4-rE4VzPIpzPA
far east asia	[9]	[1.0]	aEDOR0YTU-lX3sFqOdHMRg
south east asia	[9]	[1.0]	JTRpCnQjhMyzOk1OhFZvNA
micronesia	[9]	[1.0]	TOwQ5p3JG4Plfs8YBpgA7g
south east asia	[7]	[0.9988095760345459]	2Os7q5dcM0F0GR0ciNxJnQ
south east asia	[18]	[0.8673844933509827]	zTPdCypjV-tXqXjNJZ97mA
caribbean	[9]	[1.0]	mpRPs4rrBD2J8vrq5RDzAA
south east asia	[5]	[1.0]	XeeSKRNwe16PAmSlmfdDCg
micronesia	[9]	[1.0]	3FeiYFXnz06OBlOBdCtfGA
micronesia	[9]	[1.0]	0QPMxcHiZbaEPHrYbSwb-g
south east asia	[9]	[1.0]	Co03O3n6RC7odNeXyZT-jw
south east asia	[12]	[1.0]	Bz_Hxr5yiqO1qAa42JH1lg
south east asia	[18]	[1.0]	V_e_UWxFJsG5XU1p14-W1g
south east asia	[8]	[0.9990672469139099]	dWdf1yaoe2qwm2UI5dH9IA
oceania	[15]	[0.9999990463256836]	vUdOd8y0pKbUkdyVMYLcMw
middle east	[8]	[0.9984601736068726]	8U2RTP2x0T6mE556DrKOTA
oceania	[9]	[1.0]	9Ku0HvUwqHgwav3CRIKTXA
south east asia	[11]	[0.8270582556724548]	CvxMCI2NrwNNsM-sfN5ePA
south east asia	[9]	[1.0]	fkAdEOSTw_jNeY-apLwyWg
oceania	[5]	[0.5829439163208008]	yRWGe9kA8faEVQP-I7oDkg
south east asia	[9]	[1.0]	57Oi7F7pTlxKwJsYGGxaYQ
south east asia	[18]	[0.6327545642852783]	YZhSmSgIa9vquSoOeSGkbA
south east asia	[2]	[0.6466657519340515]	C574DXibxLQsFDoUcon-BA
east africa	[3]	[0.9999978542327881]	xV6KWJgAEQkam2b_Ok5ksg
south america	[12]	[1.0]	in5rxOyceCO__3BDLnqbwg
south america	[12]	[1.0]	WMkVEHarAKLdcAlD7_Ewjg
caribbean	[9]	[0.9999911785125732]	-T69YdhFdJbEH9TWmUzb2g
south east asia	[8]	[0.9727479815483093]	indpJvkbHvQWlf00dFmjQw
oceania	[9]	[1.0]	zRRNGDozY8NkuSgA8oGt2g
micronesia	[9]	[1.0]	CXLRhqID8IDJaG6SxiANBg
south east asia	[7]	[0.9996739625930786]	bZ7nhzSZzs2EQKEFmPZqyw
asia	[5]	[0.80672687292099]	fYXhXov3J33vi1whcVXB8w
south east asia	[15]	[0.43045008182525635]	XfuRAMI7vUI59nHx9yAKTA
south east asia	[7]	[1.0]	eQTDJ_eL3iM10mt9qOVQ-A
caribbean	[12]	[1.0]	X8nK8uw7hrsEpO46fgeKAA
south east asia	[9]	[0.9433531165122986]	c5kMASvemGTvMmMEsBmlvA
micronesia	[9]	[1.0]	1DBtQcaK9AW81Xv-4cBJZw
south east asia	[9]	[0.9999959468841553]	xUIS6LqJrxspvNHiEQUTrg
south east asia	[9]	[1.0]	CWX0hHcqCglHYs8n_vEYsw
caribbean	[9]	[0.9782446026802063]	rNZ-oYU-0I8ojOC2Jjd7sQ
far east asia	[9]	[0.9996711015701294]	3ZLEjHHgFe_4Kk0_ZNnFkw
caribbean	[9]	[1.0]	DoxELmB6AO2pqSj3zaTuMA
caribbean	[9]	[1.0]	DdYMjYwlxEinfkCVQruFXg
caribbean	[8]	[0.534080445766449]	eqfV7A7mRJdPhPS4AXe_Aw
caribbean	[12]	[0.9999994039535522]	TBfIEALpzdW86anOstpNxQ
caribbean	[8]	[0.9999872446060181]	YkB0ZLmsv15WjEOBoWY7Jw
south east asia	[9]	[0.9999408721923828]	_DomgdTQR-GC8c5CX_b05A
oceania	[15]	[0.9999638795852661]	vZy7bw40ePPKMoYu11aZsA
south east asia	[9]	[0.8888700604438782]	cpJZqK5vK-XTwI-Y8kcNQg
south east asia	[18]	[1.0]	wcBSb01QSTCQb2ATZRodZw
far east asia	[9]	[1.0]	3Z11VAjTvoT-wuOw3Xtm2A
far east asia	[9]	[0.9999151229858398]	yYa_PhZ7hR-82060fb2buQ
south east asia	[9]	[1.0]	euBi40okgNLNzn0qj_XjnQ
far east asia	[18]	[0.9999288320541382]	dghmR3vBMrAC2SA8f_JBNQ
south east asia	[9]	[0.9977993369102478]	0O_ZK05_c70lsd_FVOy_gw
west africa	[8]	[0.9999995231628418]	TLpKlWN-cYJ8dq_YHAmZzQ
south east asia	[18]	[0.9997275471687317]	bmYN7nHPkgrdQM4JRqH-jQ
south east asia	[7]	[0.6704095602035522]	6hYCxKDHEbGaYxiC-gKZ3g
south east asia	[9]	[0.9999997615814209]	sF4nTTZ3tcSzT2AzWbJuXg
micronesia	[5]	[0.8739795088768005]	Em7PbLU494YXkyAnQui3bw
caribbean	[5]	[0.6112253069877625]	DwBkQeN9f1v9DFDe_RALFw
south east asia	[9]	[0.9997351765632629]	ZwBd-gAmYl4anmKOiK0rIg
south east asia	[18]	[1.0]	4oyWFG-1Nyzt6irWuZbBUw
south east asia	[11]	[0.477502703666687]	stzdmyJgLOfxMdAWGdEddA
south east asia	[9]	[1.0]	AsJ8qsB_Kjn3rVylNwdYrQ
south east asia	[18]	[1.0]	xltdGCKy9IyTIlXuPh4xiw
caribbean	[0]	[0.8710896372795105]	0yIumb229aJk8FHczhyTxw
oceania	[17]	[0.9907881617546082]	ffB2cPokfb92r2Fx6v6jMQ
far east asia	[9]	[1.0]	SdPR5hRQeazan-Uz4dZbgQ
south east asia	[9]	[1.0]	bUCM1Easz7hQeeTPHSnbNQ
south east asia	[9]	[1.0]	bbWAxmxWUFhP5rfQZabjkw
caribbean	[9]	[1.0]	bMKSkjtRfm9sD_0EZJuj3Q
south east asia	[9]	[1.0]	2hdM1UC9Yu_PxbugoS3Bvg
south east asia	[11]	[0.9998171925544739]	5mJPLw-FGqfzMHvQWWX6xQ
caribbean	[9]	[1.0]	1xbq1Z0QWrnqF9YfyE8-nQ
south east asia	[17]	[0.9335433840751648]	x_x8Jb3gzx5kC5QsOyhwYA
south east asia	[17]	[0.998860239982605]	wxe-9gauxa6q_jDZOLsTZQ
micronesia	[5]	[0.9978912472724915]	ma6ZzXvX1DWuSBzfXFFh8w
eastern europe	[1]	[1.0]	Bsu0Xl9eHRVXHX2XUF-n0w
central asia	[13]	[1.0]	Zr7qlumji70cK_BpbuS3Wg
eastern europe	[10]	[1.0]	1GspixCqBUeuV1mUtVY9Mw
eastern europe	[17]	[0.9999964237213135]	sg0IsbqqJq5KY3KZE_6JLQ
eastern europe	[5]	[1.0]	D5rgdvgFr3wHUz3H0dNF8g
central asia	[3]	[0.8758653402328491]	BoUMSSXIElGu5L7rSv6uAA
baltic	[4]	[1.0]	AXZX_7SPEpD8N7aI0rNuEQ
eastern europe	[11]	[0.9999436140060425]	xMWYPmLOMmGo0ORWPLZihg
baltic	[1]	[0.7287423014640808]	25g9v3KjCJE3R6EG0r2eFA
central asia	[5]	[0.9272621870040894]	-LuXyxFf7p0vaXUi3G7kkA
eastern europe	[1]	[1.0]	YFIid46gBSrAM8XyBn9juQ
baltic	[15]	[0.9808921217918396]	I591UgTS5IUDdD-E8xz7jA
central asia	[18]	[0.9999743700027466]	gNclexfXD1uOLbghguDFYg
eastern europe	[10]	[0.999997615814209]	TX6Nj__P24TCPz9qXd4T_A
central asia	[18]	[0.7365376353263855]	TWwb1hWY3vE2K1T_FdnhLA
balkan	[12]	[1.0]	X7Gp-WYpetSZWjBfS5XuSA
eastern europe	[1]	[0.5898546576499939]	5O8hBs_RBU7c69m9oIxknA
eastern europe	[2]	[0.9964433312416077]	qi1qZ_OffFVUlY_5Z0BCkw
central asia	[3]	[0.9999938011169434]	g04KtgQyV0RsReFZj4PX6g
eastern europe	[5]	[0.6829216480255127]	J-5YXM4iG22OXAaYPzc80w
southern africa	[8]	[0.9876898527145386]	ns2pNnqIYUM5iEJrpo77CQ
eastern europe	[18]	[0.9999779462814331]	aISDQtxHnUzB_nnO2pNKCA
central asia	[18]	[0.7807420492172241]	IGJEcrIdsziwV91tjFaUow
eastern europe	[15]	[0.9999994039535522]	kmHSm3xOcKwXxkyLgUChFg
central asia	[4]	[0.999980092048645]	yx8EOWRWZ12g7sGHY0LUYA
western europe	[1]	[0.720903754234314]	HhDrm5phu-n0id0DI3CBrg
central asia	[18]	[0.687868058681488]	6WbTMwGhL3VLHTR5yt8Dfg
eastern europe	[4]	[0.7103533148765564]	1REBk9fFrmRm-0ZKfGrHxw
baltic	[5]	[0.9996638298034668]	qrDdpelMVQeDcai4_Wc0Sw
eastern europe	[7]	[0.5012350678443909]	b8UMruj0TMRCwciSbJ0EBw
balkan	[7]	[1.0]	3oomUF9w5qYR_Cy8S79G_A
eastern europe	[4]	[0.9999997615814209]	VeD-4qD1a21jPT8Qp8WuTA
eastern europe	[10]	[0.5184852480888367]	ZMC5PuxC9emJRqW7MQvpng
central asia	[3]	[0.999945878982544]	8hzxTKurMxqQlM1bXOiBTQ
eastern europe	[2]	[1.0]	JSWsxyn4VhM9OPVH7bPniQ
baltic	[18]	[0.9999998807907104]	c2SOO8JCAJKmtyrhnh3VPQ
eastern europe	[10]	[1.0]	w32stoMuADIptD2VQvk9gg
eastern europe	[18]	[1.0]	78y4auyPhCBDCNO6AlQmEA
central asia	[18]	[1.0]	ar7_xajZDmykrGuiSQwKWQ
eastern europe	[4]	[0.8877124190330505]	iXcwzLHpeBhLx3KGBhLR4Q
eastern europe	[5]	[1.0]	CRss-Edh-lu6Z99LYolKxw
eastern europe	[4]	[1.0]	8U62edbEU9vyPXr6Tx3EUg
central asia	[3]	[0.9998964071273804]	XZ8smDAh7ZkRQBtsLd4SRQ
eastern europe	[1]	[1.0]	fA6Jh-X8bC8G7L85DSQxBw
eastern europe	[5]	[0.8730997443199158]	UPERlJ90IzSJ_0FOp0fdOA
baltic	[4]	[0.9999284744262695]	2WePppZJXp2gMdWOIFGO4A
central asia	[5]	[0.9958606362342834]	hDV4s253RhrUGCZTnWkuiA
eastern europe	[10]	[1.0]	IrNUsNzvFgls8Jqy2ZVHmQ
eastern europe	[7]	[0.5293568968772888]	CDJcHckh8uWwHfErlI9OnA
eastern europe	[3]	[0.9999997615814209]	WtVG6Xk-0ZlH_2rrbHbYbQ
central asia	[7]	[0.9996298551559448]	As4r-D2FuZycm2lCewY8uw
eastern europe	[5]	[0.8189073204994202]	0Ahpt-Jr-li9WVLlKlHTug
central asia	[0]	[0.9999271631240845]	ZRkATQVoCk4DQs0iSqrPig
central asia	[5]	[0.8451412320137024]	JD4SD962IE-agKEbKJthwA
eastern europe	[2]	[0.9927703738212585]	hwzJIFuYz1op_Oh8OjD1zw
eastern europe	[4]	[0.8484726548194885]	aO4UrP2msum_WuOO4fz0vA
southern africa	[10]	[0.9999902248382568]	qywE9-dyluAQ8-0SLyuSTw
eastern europe	[15]	[0.9999227523803711]	Hit7eq6MyoCa3sBaWpvMoQ
central asia	[15]	[0.4709283411502838]	3pKsqLdEOz90jzbP1KoJkA
eastern europe	[15]	[1.0]	j3GF1Eb7gx_6RZxFnrLT2A
eastern europe	[10]	[1.0]	9lzsPvOPsH5HkRoLKNr0YQ
eastern europe	[7]	[0.9246199727058411]	k9rsxGyZOgEM_csTGXD_9g
eastern europe	[10]	[1.0]	3hHd7i6wCxqPp7aekU6Oug
eastern europe	[18]	[1.0]	0Sx4a80KPqffV3vYW2ogCA
baltic	[4]	[1.0]	0fk7ELXXjmH9qDXAMxhkFA
eastern europe	[18]	[0.9999884366989136]	0UTJKNWzhthKiPoDecb_jQ
eastern europe	[3]	[0.8159759640693665]	T27m892zYhoQQZECxuvflA
eastern europe	[2]	[0.99998939037323]	d1Y8GrUxXUs4gmUlE_LcmA
eastern europe	[5]	[1.0]	AhwBmyqgJkfpUngoMcO7dg
baltic	[4]	[1.0]	IDzEggYGGg-gnchUTWLr0g
eastern europe	[2]	[1.0]	5X1pYSA6MEqxLHkfP9YkaA
eastern europe	[3]	[0.9999878406524658]	yKNpKi0s03gKz8L8wGi9Zw
baltic	[15]	[0.7987220883369446]	eNJT5w842IAQm1-8HQVteg
eastern europe	[7]	[0.932295560836792]	TOua13tLS4xZlHhvOpTC-Q
central asia	[18]	[0.9685898423194885]	yVAzMiSQAyv3TJwwv5ifcA
baltic	[3]	[0.9918456673622131]	8_OAJBFZJsK9jM9KnHM_tQ
central asia	[5]	[1.0]	ECG_qfS4zHFU3qwsceox8g
central asia	[13]	[0.9999160766601562]	AcV9i3KXCpp3hIh7A1ZgLA
eastern europe	[7]	[0.9949626922607422]	8fVXcdv2vaWXobSPk9f09Q
baltic	[4]	[1.0]	vSwaJz2SVIG1UIT0lKR6Jw
eastern europe	[5]	[1.0]	vPXqRtUV0KyWYhKrsx_IrA
central asia	[18]	[1.0]	Azum3o5rHt4dBYBT8_8pcA
eastern europe	[2]	[1.0]	gFOuay0q5nrPVTqE9zu03g
eastern europe	[1]	[1.0]	hYaqe80Nuc4wND7Z7Oq65w
oceania	[15]	[0.9729536771774292]	8V9xRLPkuT39N5w8S289eg
baltic	[11]	[0.9999998807907104]	mSmAQj6UQ3zI4xJTYt2yCA
eastern europe	[2]	[1.0]	gJSSU0LGuQpeU5jM1aqAkA
northern europe	[11]	[1.0]	61tQR6-clYWw6MAARKNY_A
central asia	[18]	[0.9995619654655457]	AkdHZQHDFRlwGTzoAlgdqw
central asia	[9]	[1.0]	AQK_YzgputujLjHITkpKbQ
eastern europe	[10]	[1.0]	kPq4I1xLL-31yxh8Lr5oTg
eastern europe	[5]	[0.9418483376502991]	dYt8ItpHcm38eDqx_f3pXr
central asia	[18]	[1.0]	DMCpd0gqSUjH0qFJT5GLkw
eastern europe	[18]	[0.9998936653137207]	2Scr9kxHSkw3ll7b-5ZRUg
baltic	[15]	[0.5697404146194458]	xzQ2r83CblI1cIDnN5JNWQ
eastern europe	[2]	[0.9999995231628418]	7wxcDK2cD_9y4O6v9Gkp-g
central asia	[18]	[1.0]	mjnsHNkaoEfPBVVxtlZIPw
eastern europe	[3]	[0.9999973773956299]	06ru8OI3xjVERyXbq26vug
central asia	[15]	[0.9998979568481445]	Ybiy0upyu0V3AxXoV8AtCQ
central asia	[9]	[0.9999970197677612]	9e0WbPFiqZGbXWHU53D_Dg
north america	[1]	[0.9965642094612122]	4TaorXE0rDIhqRI9jPR5YQ
east asia	[9]	[0.99349045753479]	IRHsx16MToT0gfLRUv4GZg
baltic	[3]	[0.9999969005584717]	HCs6BHyWZzXs2DRFPreqHA
east asia	[9]	[0.9947139620780945]	1KwdN_0YY1e4gGPmcCYfjw
east asia	[7]	[0.7922711372375488]	JEAK1IAQ1ldPExaeaXTDvg
asia	[7]	[0.9951602816581726]	n01iwRl2Amdz_8LQ3zfJtg
east asia	[5]	[0.9994332194328308]	_uykF6hf2UA-0iY6BjkcUw
east asia	[7]	[1.0]	3P9qEBqX1HOavPdGcN81Sw
asia	[7]	[0.9987873435020447]	ALTrIL2ABz04N7b73ot7cg
east asia	[9]	[1.0]	-6gYmAh7txL7w_iuvkDYMA
baltic	[3]	[1.0]	J6AAyVjxZn27Y3f-TSRO2g
east asia	[9]	[0.7497230768203735]	yh824j49ITTmyK0evvZ-tg
